(C,B,M) (C,B,M)
(44,1,44) (46,0,56)
(43,0,44) (47,1,56)
(44,1,45) (46,0,55)
(43,0,45) (47,1,55)
(45,1,45) (45,0,55)
(44,0,45) (46,1,55)
(45,1,46) (45,0,54)
(44,0,46) (46,1,54)
(46,1,46) (44,0,54)
(45,0,46) (45,1,54)
(46,1,47) (44,0,53)
(45,0,47) (45,1,53)
(47,1,47) (43,0,53)
(46,0,47) (44,1,53)
(47,1,48) (43,0,52)
(46,0,48) (44,1,52)
(48,1,48) (42,0,52)
(47,0,48) (43,1,52)
(48,1,49) (42,0,51)
(47,0,49) (43,1,51)
(49,1,49) (41,0,51)
(48,0,49) (42,1,51)
(49,1,50) (41,0,50)
(48,0,50) (42,1,50)
(50,1,50) (40,0,50)
(49,0,50) (41,1,50)
(50,1,51) (40,0,49)
(49,0,51) (41,1,49)
(51,1,51) (39,0,49)
(50,0,51) (40,1,49)
(51,1,52) (39,0,48)
(50,0,52) (40,1,48)
(52,1,52) (38,0,48)
(51,0,52) (39,1,48)
(52,1,53) (38,0,47)
(51,0,53) (39,1,47)
(53,1,53) (37,0,47)
(52,0,53) (38,1,47)
(53,1,54) (37,0,46)
(52,0,54) (38,1,46)
(54,1,54) (36,0,46)
(53,0,54) (37,1,46)
(54,1,55) (36,0,45)
(53,0,55) (37,1,45)
(55,1,55) (35,0,45)
(54,0,55) (36,1,45)
(55,1,56) (35,0,44)
(54,0,56) (36,1,44)
(56,1,56) (34,0,44)
(55,0,56) (35,1,44)
(56,1,57) (34,0,43)
(55,0,57) (35,1,43)
(57,1,57) (33,0,43)
(56,0,57) (34,1,43)
(57,1,58) (33,0,42)
(56,0,58) (34,1,42)
(58,1,58) (32,0,42)
(57,0,58) (33,1,42)
(58,1,59) (32,0,41)
(57,0,59) (33,1,41)
(59,1,59) (31,0,41)
(58,0,59) (32,1,41)
(59,1,60) (31,0,40)
(58,0,60) (32,1,40)
(60,1,60) (30,0,40)
(59,0,60) (31,1,40)
(60,1,61) (30,0,39)
(59,0,61) (31,1,39)
(61,1,61) (29,0,39)
(60,0,61) (30,1,39)
(61,1,62) (29,0,38)
(60,0,62) (30,1,38)
(62,1,62) (28,0,38)
(61,0,62) (29,1,38)
(62,1,63) (28,0,37)
(61,0,63) (29,1,37)
(63,1,63) (27,0,37)
(62,0,63) (28,1,37)
(63,1,64) (27,0,36)
(62,0,64) (28,1,36)
(64,1,64) (26,0,36)
(63,0,64) (27,1,36)
(64,1,65) (26,0,35)
(63,0,65) (27,1,35)
(65,1,65) (25,0,35)
(64,0,65) (26,1,35)
(65,1,66) (25,0,34)
(64,0,66) (26,1,34)
(66,1,66) (24,0,34)
(65,0,66) (25,1,34)
(66,1,67) (24,0,33)
(65,0,67) (25,1,33)
(67,1,67) (23,0,33)
(66,0,67) (24,1,33)
(67,1,68) (23,0,32)
(66,0,68) (24,1,32)
(68,1,68) (22,0,32)
(67,0,68) (23,1,32)
(68,1,69) (22,0,31)
(67,0,69) (23,1,31)
(69,1,69) (21,0,31)
(68,0,69) (22,1,31)
(69,1,70) (21,0,30)
(68,0,70) (22,1,30)
(70,1,70) (20,0,30)
(69,0,70) (21,1,30)
(70,1,71) (20,0,29)
(69,0,71) (21,1,29)
(71,1,71) (19,0,29)
(70,0,71) (20,1,29)
(71,1,72) (19,0,28)
(70,0,72) (20,1,28)
(72,1,72) (18,0,28)
(71,0,72) (19,1,28)
(72,1,73) (18,0,27)
(71,0,73) (19,1,27)
(73,1,73) (17,0,27)
(72,0,73) (18,1,27)
(73,1,74) (17,0,26)
(72,0,74) (18,1,26)
(74,1,74) (16,0,26)
(73,0,74) (17,1,26)
(74,1,75) (16,0,25)
(73,0,75) (17,1,25)
(75,1,75) (15,0,25)
(74,0,75) (16,1,25)
(75,1,76) (15,0,24)
(74,0,76) (16,1,24)
(76,1,76) (14,0,24)
(75,0,76) (15,1,24)
(76,1,77) (14,0,23)
(75,0,77) (15,1,23)
(77,1,77) (13,0,23)
(76,0,77) (14,1,23)
(77,1,78) (13,0,22)
(76,0,78) (14,1,22)
(78,1,78) (12,0,22)
(77,0,78) (13,1,22)
(78,1,79) (12,0,21)
(77,0,79) (13,1,21)
(79,1,79) (11,0,21)
(78,0,79) (12,1,21)
(79,1,80) (11,0,20)
(78,0,80) (12,1,20)
(80,1,80) (10,0,20)
(79,0,80) (11,1,20)
(80,1,81) (10,0,19)
(79,0,81) (11,1,19)
(81,1,81) (9,0,19)
(80,0,81) (10,1,19)
(81,1,82) (9,0,18)
(80,0,82) (10,1,18)
(82,1,82) (8,0,18)
(81,0,82) (9,1,18)
(82,1,83) (8,0,17)
(81,0,83) (9,1,17)
(83,1,83) (7,0,17)
(82,0,83) (8,1,17)
(83,1,84) (7,0,16)
(82,0,84) (8,1,16)
(84,1,84) (6,0,16)
(83,0,84) (7,1,16)
(84,1,85) (6,0,15)
(83,0,85) (7,1,15)
(85,1,85) (5,0,15)
(84,0,85) (6,1,15)
(85,1,86) (5,0,14)
(84,0,86) (6,1,14)
(86,1,86) (4,0,14)
(85,0,86) (5,1,14)
(86,1,87) (4,0,13)
(85,0,87) (5,1,13)
(87,1,87) (3,0,13)
(86,0,87) (4,1,13)
(87,1,88) (3,0,12)
(86,0,88) (4,1,12)
(88,1,88) (2,0,12)
(87,0,88) (3,1,12)
(88,1,89) (2,0,11)
(87,0,89) (3,1,11)
(89,1,89) (1,0,11)
(88,0,89) (2,1,11)
(89,1,90) (1,0,10)
(88,0,90) (2,1,10)
(90,1,90) (0,0,10)
(89,0,90) (1,1,10)
(90,1,91) (0,0,9)
(89,0,91) (1,1,9)
(90,1,92) (0,0,8)
(89,0,92) (1,1,8)
(90,1,93) (0,0,7)
(89,0,93) (1,1,7)
(90,1,94) (0,0,6)
(89,0,94) (1,1,6)
(90,1,95) (0,0,5)
(89,0,95) (1,1,5)
(90,1,96) (0,0,4)
(89,0,96) (1,1,4)
(90,1,97) (0,0,3)
(89,0,97) (1,1,3)
(90,1,98) (0,0,2)
(89,0,98) (1,1,2)
(89,1,100) (1,0,0)
(88,0,100) (2,1,0)
(90,1,100) (0,0,0)
* Solution-[4] *
(0,0,0) (90,1,100)
(2,1,0) (88,0,100)
(1,0,0) (89,1,100)
(3,1,0) (87,0,100)
(2,0,0) (88,1,100)
(2,1,2) (88,0,98)
(1,0,2) (89,1,98)
(2,1,3) (88,0,97)
(1,0,3) (89,1,97)
(3,1,3) (87,0,97)
(2,0,3) (88,1,97)
(3,1,4) (87,0,96)
(2,0,4) (88,1,96)
(4,1,4) (86,0,96)
(3,0,4) (87,1,96)
(4,1,5) (86,0,95)
(3,0,5) (87,1,95)
(5,1,5) (85,0,95)
(4,0,5) (86,1,95)
(5,1,6) (85,0,94)
(4,0,6) (86,1,94)
(6,1,6) (84,0,94)
(5,0,6) (85,1,94)
(6,1,7) (84,0,93)
(5,0,7) (85,1,93)
(7,1,7) (83,0,93)
(6,0,7) (84,1,93)
(7,1,8) (83,0,92)
(6,0,8) (84,1,92)
(8,1,8) (82,0,92)
(7,0,8) (83,1,92)
(8,1,9) (82,0,91)
(7,0,9) (83,1,91)
(9,1,9) (81,0,91)
(8,0,9) (82,1,91)
(9,1,10) (81,0,90)
(8,0,10) (82,1,90)
(10,1,10) (80,0,90)
(9,0,10) (81,1,90)
(10,1,11) (80,0,89)
(9,0,11) (81,1,89)
(11,1,11) (79,0,89)
(10,0,11) (80,1,89)
(11,1,12) (79,0,88)
(10,0,12) (80,1,88)
(12,1,12) (78,0,88)
(11,0,12) (79,1,88)
(12,1,13) (78,0,87)
(11,0,13) (79,1,87)
(13,1,13) (77,0,87)
(12,0,13) (78,1,87)
(13,1,14) (77,0,86)
(12,0,14) (78,1,86)
(14,1,14) (76,0,86)
(13,0,14) (77,1,86)
(14,1,15) (76,0,85)
(13,0,15) (77,1,85)
(15,1,15) (75,0,85)
(14,0,15) (76,1,85)
(15,1,16) (75,0,84)
(14,0,16) (76,1,84)
(16,1,16) (74,0,84)
(15,0,16) (75,1,84)
(16,1,17) (74,0,83)
(15,0,17) (75,1,83)
(17,1,17) (73,0,83)
(16,0,17) (74,1,83)
(17,1,18) (73,0,82)
(16,0,18) (74,1,82)
(18,1,18) (72,0,82)
(17,0,18) (73,1,82)
(18,1,19) (72,0,81)
(17,0,19) (73,1,81)
(19,1,19) (71,0,81)
(18,0,19) (72,1,81)
(19,1,20) (71,0,80)
(18,0,20) (72,1,80)
(20,1,20) (70,0,80)
(19,0,20) (71,1,80)
(20,1,21) (70,0,79)
(19,0,21) (71,1,79)
(21,1,21) (69,0,79)
(20,0,21) (70,1,79)
(21,1,22) (69,0,78)
(20,0,22) (70,1,78)
(22,1,22) (68,0,78)
(21,0,22) (69,1,78)
(22,1,23) (68,0,77)
(21,0,23) (69,1,77)
(23,1,23) (67,0,77)
(22,0,23) (68,1,77)
(23,1,24) (67,0,76)
(22,0,24) (68,1,76)
(24,1,24) (66,0,76)
(23,0,24) (67,1,76)
(24,1,25) (66,0,75)
(23,0,25) (67,1,75)
(25,1,25) (65,0,75)
(24,0,25) (66,1,75)
(25,1,26) (65,0,74)
(24,0,26) (66,1,74)
(26,1,26) (64,0,74)
(25,0,26) (65,1,74)
(26,1,27) (64,0,73)
(25,0,27) (65,1,73)
(27,1,27) (63,0,73)
(26,0,27) (64,1,73)
(27,1,28) (63,0,72)
(26,0,28) (64,1,72)
(28,1,28) (62,0,72)
(27,0,28) (63,1,72)
(28,1,29) (62,0,71)
(27,0,29) (63,1,71)
(29,1,29) (61,0,71)
(28,0,29) (62,1,71)
(29,1,30) (61,0,70)
(28,0,30) (62,1,70)
(30,1,30) (60,0,70)
(29,0,30) (61,1,70)
(30,1,31) (60,0,69)
(29,0,31) (61,1,69)
(31,1,31) (59,0,69)
(30,0,31) (60,1,69)
(31,1,32) (59,0,68)
(30,0,32) (60,1,68)
(32,1,32) (58,0,68)
(31,0,32) (59,1,68)
(32,1,33) (58,0,67)
(31,0,33) (59,1,67)
(33,1,33) (57,0,67)
(32,0,33) (58,1,67)
(33,1,34) (57,0,66)
(32,0,34) (58,1,66)
(34,1,34) (56,0,66)
(33,0,34) (57,1,66)
(34,1,35) (56,0,65)
(33,0,35) (57,1,65)
(35,1,35) (55,0,65)
(34,0,35) (56,1,65)
(35,1,36) (55,0,64)
(34,0,36) (56,1,64)
(36,1,36) (54,0,64)
(35,0,36) (55,1,64)
(36,1,37) (54,0,63)
(35,0,37) (55,1,63)
(37,1,37) (53,0,63)
(36,0,37) (54,1,63)
(37,1,38) (53,0,62)
(36,0,38) (54,1,62)
(38,1,38) (52,0,62)
(37,0,38) (53,1,62)
(38,1,39) (52,0,61)
(37,0,39) (53,1,61)
(39,1,39) (51,0,61)
(38,0,39) (52,1,61)
(39,1,40) (51,0,60)
(38,0,40) (52,1,60)
(40,1,40) (50,0,60)
(39,0,40) (51,1,60)
(40,1,41) (50,0,59)
(39,0,41) (51,1,59)
(41,1,41) (49,0,59)
(40,0,41) (50,1,59)
(41,1,42) (49,0,58)
(40,0,42) (50,1,58)
(42,1,42) (48,0,58)
(41,0,42) (49,1,58)
(42,1,43) (48,0,57)
(41,0,43) (49,1,57)
(43,1,43) (47,0,57)
(42,0,43) (48,1,57)
(43,1,44) (47,0,56)
(42,0,44) (48,1,56)
(44,1,44) (46,0,56)
(43,0,44) (47,1,56)
(44,1,45) (46,0,55)
(43,0,45) (47,1,55)
(45,1,45) (45,0,55)
(44,0,45) (46,1,55)
(45,1,46) (45,0,54)
(44,0,46) (46,1,54)
(46,1,46) (44,0,54)
(45,0,46) (45,1,54)
(46,1,47) (44,0,53)
(45,0,47) (45,1,53)
(47,1,47) (43,0,53)
(46,0,47) (44,1,53)
(47,1,48) (43,0,52)
(46,0,48) (44,1,52)
(48,1,48) (42,0,52)
(47,0,48) (43,1,52)
(48,1,49) (42,0,51)
(47,0,49) (43,1,51)
(49,1,49) (41,0,51)
(48,0,49) (42,1,51)
(49,1,50) (41,0,50)
(48,0,50) (42,1,50)
(50,1,50) (40,0,50)
(49,0,50) (41,1,50)
(50,1,51) (40,0,49)
(49,0,51) (41,1,49)
(51,1,51) (39,0,49)
(50,0,51) (40,1,49)
(51,1,52) (39,0,48)
(50,0,52) (40,1,48)
(52,1,52) (38,0,48)
(51,0,52) (39,1,48)
(52,1,53) (38,0,47)
(51,0,53) (39,1,47)
(53,1,53) (37,0,47)
(52,0,53) (38,1,47)
(53,1,54) (37,0,46)
(52,0,54) (38,1,46)
(54,1,54) (36,0,46)
(53,0,54) (37,1,46)
(54,1,55) (36,0,45)
(53,0,55) (37,1,45)
(55,1,55) (35,0,45)
(54,0,55) (36,1,45)
(55,1,56) (35,0,44)
(54,0,56) (36,1,44)
(56,1,56) (34,0,44)
(55,0,56) (35,1,44)
(56,1,57) (34,0,43)
(55,0,57) (35,1,43)
(57,1,57) (33,0,43)
(56,0,57) (34,1,43)
(57,1,58) (33,0,42)
(56,0,58) (34,1,42)
(58,1,58) (32,0,42)
(57,0,58) (33,1,42)
(58,1,59) (32,0,41)
(57,0,59) (33,1,41)
(59,1,59) (31,0,41)
(58,0,59) (32,1,41)
(59,1,60) (31,0,40)
(58,0,60) (32,1,40)
(60,1,60) (30,0,40)
(59,0,60) (31,1,40)
(60,1,61) (30,0,39)
(59,0,61) (31,1,39)
(61,1,61) (29,0,39)
(60,0,61) (30,1,39)
(61,1,62) (29,0,38)
(60,0,62) (30,1,38)
(62,1,62) (28,0,38)
(61,0,62) (29,1,38)
(62,1,63) (28,0,37)
(61,0,63) (29,1,37)
(63,1,63) (27,0,37)
(62,0,63) (28,1,37)
(63,1,64) (27,0,36)
(62,0,64) (28,1,36)
(64,1,64) (26,0,36)
(63,0,64) (27,1,36)
(64,1,65) (26,0,35)
(63,0,65) (27,1,35)
(65,1,65) (25,0,35)
(64,0,65) (26,1,35)
(65,1,66) (25,0,34)
(64,0,66) (26,1,34)
(66,1,66) (24,0,34)
(65,0,66) (25,1,34)
(66,1,67) (24,0,33)
(65,0,67) (25,1,33)
(67,1,67) (23,0,33)
(66,0,67) (24,1,33)
(67,1,68) (23,0,32)
(66,0,68) (24,1,32)
(68,1,68) (22,0,32)
(67,0,68) (23,1,32)
(68,1,69) (22,0,31)
(67,0,69) (23,1,31)
(69,1,69) (21,0,31)
(68,0,69) (22,1,31)
(69,1,70) (21,0,30)
(68,0,70) (22,1,30)
(70,1,70) (20,0,30)
(69,0,70) (21,1,30)
(70,1,71) (20,0,29)
(69,0,71) (21,1,29)
(71,1,71) (19,0,29)
(70,0,71) (20,1,29)
(71,1,72) (19,0,28)
(70,0,72) (20,1,28)
(72,1,72) (18,0,28)
(71,0,72) (19,1,28)
(72,1,73) (18,0,27)
(71,0,73) (19,1,27)
(73,1,73) (17,0,27)
(72,0,73) (18,1,27)
(73,1,74) (17,0,26)
(72,0,74) (18,1,26)
(74,1,74) (16,0,26)
(73,0,74) (17,1,26)
(74,1,75) (16,0,25)
(73,0,75) (17,1,25)
(75,1,75) (15,0,25)
(74,0,75) (16,1,25)
(75,1,76) (15,0,24)
(74,0,76) (16,1,24)
(76,1,76) (14,0,24)
(75,0,76) (15,1,24)
(76,1,77) (14,0,23)
(75,0,77) (15,1,23)
(77,1,77) (13,0,23)
(76,0,77) (14,1,23)
(77,1,78) (13,0,22)
(76,0,78) (14,1,22)
(78,1,78) (12,0,22)
(77,0,78) (13,1,22)
(78,1,79) (12,0,21)
(77,0,79) (13,1,21)
(79,1,79) (11,0,21)
(78,0,79) (12,1,21)
(79,1,80) (11,0,20)
(78,0,80) (12,1,20)
(80,1,80) (10,0,20)
(79,0,80) (11,1,20)
(80,1,81) (10,0,19)
(79,0,81) (11,1,19)
(81,1,81) (9,0,19)
(80,0,81) (10,1,19)
(81,1,82) (9,0,18)
(80,0,82) (10,1,18)
(82,1,82) (8,0,18)
(81,0,82) (9,1,18)
(82,1,83) (8,0,17)
(81,0,83) (9,1,17)
(83,1,83) (7,0,17)
(82,0,83) (8,1,17)
(83,1,84) (7,0,16)
(82,0,84) (8,1,16)
(84,1,84) (6,0,16)
(83,0,84) (7,1,16)
(84,1,85) (6,0,15)
(83,0,85) (7,1,15)
(85,1,85) (5,0,15)
(84,0,85) (6,1,15)
(85,1,86) (5,0,14)
(84,0,86) (6,1,14)
(86,1,86) (4,0,14)
(85,0,86) (5,1,14)
(86,1,87) (4,0,13)
(85,0,87) (5,1,13)
(87,1,87) (3,0,13)
(86,0,87) (4,1,13)
(87,1,88) (3,0,12)
(86,0,88) (4,1,12)
(88,1,88) (2,0,12)
(87,0,88) (3,1,12)
(88,1,89) (2,0,11)
(87,0,89) (3,1,11)
(89,1,89) (1,0,11)
(88,0,89) (2,1,11)
(89,1,90) (1,0,10)
(88,0,90) (2,1,10)
(90,1,90) (0,0,10)
(89,0,90) (1,1,10)
(90,1,91) (0,0,9)
(89,0,91) (1,1,9)
(90,1,92) (0,0,8)
(89,0,92) (1,1,8)
(90,1,93) (0,0,7)
(89,0,93) (1,1,7)
(90,1,94) (0,0,6)
(89,0,94) (1,1,6)
(90,1,95) (0,0,5)
(89,0,95) (1,1,5)
(90,1,96) (0,0,4)
(89,0,96) (1,1,4)
(90,1,97) (0,0,3)
(89,0,97) (1,1,3)
(90,1,98) (0,0,2)
(89,0,98) (1,1,2)
(89,1,100) (1,0,0)
(89,0,99) (1,1,1)
(90,1,100) (0,0,0)
